Recursive BFS,adjlist,735->308,36,1646,0.0218854,35,0,,,,,,,,,,
Recursive BFS,adjlist,1731->1371,18,559,0.00445641,17,0,,,,,,,,,,
Recursive BFS,adjlist,2274->2331,9,118,0.000609604,8,0,,,,,,,,,,
Recursive BFS,adjlist,1066->1293,32,1578,0.0247227,31,0,,,,,,,,,,
Recursive BFS,adjlist,901->1349,57,2100,0.0220254,56,0,,,,,,,,,,
Recursive BFS,adjlist,221->291,22,611,0.00445792,21,0,,,,,,,,,,
Recursive BFS,adjlist,1001->371,34,1032,0.00851546,33,0,,,,,,,,,,
Recursive BFS,adjlist,1523->980,19,671,0.00562088,18,0,,,,,,,,,,
Recursive BFS,adjlist,2390->2154,41,1268,0.0138828,40,0,,,,,,,,,,
Recursive BFS,adjlist,1992->2083,12,221,0.00121239,11,0,,,,,,,,,,
Recursive BFS,adjlist,1304->1685,39,1437,0.0170131,38,0,,,,,,,,,,
Recursive BFS,adjlist,1844->2006,43,1650,0.0194171,42,0,,,,,,,,,,
Recursive BFS,adjlist,1493->1998,16,406,0.00252631,15,0,,,,,,,,,,
Recursive BFS,adjlist,2476->1963,24,540,0.00382649,23,0,,,,,,,,,,
Recursive BFS,adjlist,1333->2187,22,900,0.00929336,21,0,,,,,,,,,,
Recursive BFS,adjlist,723->931,13,296,0.00170341,12,0,,,,,,,,,,
Recursive BFS,adjlist,1395->227,42,1715,0.0179743,41,0,,,,,,,,,,
Recursive BFS,adjlist,1775->180,38,1964,0.0359256,37,0,,,,,,,,,,
Recursive BFS,adjlist,1542->1707,40,1703,0.0203322,39,0,,,,,,,,,,
Recursive BFS,adjlist,1212->134,45,2134,0.0409697,44,0,,,,,,,,,,
Recursive BFS,adjlist,796->878,21,524,0.00360039,20,0,,,,,,,,,,
Recursive BFS,adjlist,968->105,31,1507,0.0226031,30,0,,,,,,,,,,
Recursive BFS,adjlist,372->826,14,325,0.00186315,13,0,,,,,,,,,,
Recursive BFS,adjlist,592->1339,19,523,0.00381242,18,0,,,,,,,,,,
Recursive BFS,adjlist,448->2117,66,2217,0.0295132,65,0,,,,,,,,,,
Recursive BFS,adjlist,1671->150,61,2495,0.0598914,60,0,,,,,,,,,,
Recursive BFS,adjlist,859->611,8,109,0.00060286,7,0,,,,,,,,,,
Recursive BFS,adjlist,2208->1879,29,754,0.00661998,28,0,,,,,,,,,,
Recursive BFS,adjlist,599->944,13,179,0.0010706,12,0,,,,,,,,,,
Recursive BFS,adjlist,872->1901,43,2223,0.0469484,42,0,,,,,,,,,,
Recursive BFS,adjlist,2071->1700,38,1626,0.025789,37,0,,,,,,,,,,
Recursive BFS,adjlist,1560->798,55,2320,0.0453149,54,0,,,,,,,,,,
Recursive BFS,adjlist,1387->340,25,1072,0.0119097,24,0,,,,,,,,,,
Recursive BFS,adjlist,679->1253,39,1907,0.0324798,38,0,,,,,,,,,,
Recursive BFS,adjlist,762->1450,52,2242,0.0469928,51,0,,,,,,,,,,
Recursive BFS,adjlist,935->1657,44,2172,0.0334302,43,0,,,,,,,,,,
Recursive BFS,adjlist,1438->1672,22,787,0.00705889,21,0,,,,,,,,,,
Recursive BFS,adjlist,1696->2370,41,1531,0.0160135,40,0,,,,,,,,,,
Recursive BFS,adjlist,2476->102,72,2486,0.0596298,71,0,,,,,,,,,,
Recursive BFS,adjlist,1984->610,52,2242,0.0418783,51,0,,,,,,,,,,
Recursive BFS,adjlist,283->1062,38,1431,0.0184801,37,0,,,,,,,,,,
Recursive BFS,adjlist,865->1446,43,2082,0.0410845,42,0,,,,,,,,,,
Recursive BFS,adjlist,1856->1669,18,423,0.00274489,17,0,,,,,,,,,,
Recursive BFS,adjlist,666->1916,26,1057,0.0122492,25,0,,,,,,,,,,
Recursive BFS,adjlist,2030->67,53,2301,0.0468329,52,0,,,,,,,,,,
Recursive BFS,adjlist,1838->220,51,2220,0.0339239,50,0,,,,,,,,,,
Recursive BFS,adjlist,2340->1405,54,1934,0.031407,53,0,,,,,,,,,,
Recursive BFS,adjlist,310->2400,82,2495,0.0540467,81,0,,,,,,,,,,
Recursive BFS,adjlist,1802->1292,52,1857,0.022667,51,0,,,,,,,,,,
Recursive BFS,adjlist,1174->1998,41,2293,0.0468445,40,0,,,,,,,,,,
Recursive BFS,adjlist,496->1327,37,1142,0.0104735,36,0,,,,,,,,,,
Recursive BFS,adjlist,889->1316,33,1410,0.0158084,32,0,,,,,,,,,,
Recursive BFS,adjlist,1781->1448,25,1052,0.0109197,24,0,,,,,,,,,,
Recursive BFS,adjlist,907->219,27,926,0.00925009,26,0,,,,,,,,,,
Recursive BFS,adjlist,1791->1677,17,449,0.00298444,16,0,,,,,,,,,,
Recursive BFS,adjlist,2331->2311,21,506,0.00350736,20,0,,,,,,,,,,
Recursive BFS,adjlist,1069->883,19,657,0.0052919,18,0,,,,,,,,,,
Recursive BFS,adjlist,2100->84,57,1903,0.0235783,56,0,,,,,,,,,,
Recursive BFS,adjlist,2112->2469,15,355,0.00207797,14,0,,,,,,,,,,
Recursive BFS,adjlist,492->1424,38,1352,0.0142162,37,0,,,,,,,,,,
Recursive BFS,adjmatrix,1320->451,37,2034,0.120233,36,0,,,,,,,,,,
Recursive BFS,adjmatrix,42->1764,64,2108,0.120592,63,0,,,,,,,,,,
Recursive BFS,adjmatrix,1128->746,27,1313,0.0660697,26,0,,,,,,,,,,
Recursive BFS,adjmatrix,357->432,27,697,0.0302454,26,0,,,,,,,,,,
Recursive BFS,adjmatrix,1614->740,45,2134,0.121195,44,0,,,,,,,,,,
Recursive BFS,adjmatrix,997->1339,16,326,0.011328,15,0,,,,,,,,,,
Recursive BFS,adjmatrix,1508->426,41,1704,0.0888955,40,0,,,,,,,,,,
Recursive BFS,adjmatrix,685->2390,40,1888,0.154698,39,0,,,,,,,,,,
Recursive BFS,adjmatrix,1553->2409,24,641,0.0254393,23,0,,,,,,,,,,
Recursive BFS,adjmatrix,779->1390,24,1026,0.0492626,23,0,,,,,,,,,,
Recursive BFS,adjmatrix,1323->1929,19,679,0.028908,18,0,,,,,,,,,,
